
2018-04-28 16:03:14 [main] INFO  MFilterResults_Page:961 - Condo, Contemporary, 1 Story
2018-04-28 16:03:22 [main] INFO  MFilterResults_Page:975 - Condo, 2 Story
2018-04-28 16:03:29 [main] INFO  MFilterResults_Page:975 - Condo, Spanish, 2 Story
2018-04-28 16:03:29 [main] INFO  MFilterResults_Page:994 - It filter by condo successfully.
2018-04-28 16:04:34 [main] INFO  MFilterResults_Page:846 - Single Family, French Provincial, 2 Story
2018-04-28 16:04:41 [main] INFO  MFilterResults_Page:860 - Single Family, Traditional, 2 Story
2018-04-28 16:04:48 [main] INFO  MFilterResults_Page:860 - Single Family, 2 Story
2018-04-28 16:04:48 [main] INFO  MFilterResults_Page:879 - It filter by Single Family successfully.
2018-04-28 16:05:47 [main] INFO  MFilterResults_Page:903 - Townhouse, 2 Story
2018-04-28 16:05:54 [main] INFO  MFilterResults_Page:918 - Townhouse, 2 Story
2018-04-28 16:06:01 [main] INFO  MFilterResults_Page:918 - Townhouse, 3+ Story
2018-04-28 16:06:01 [main] INFO  MFilterResults_Page:937 - It filter by Townhouse successfully.
2018-04-28 16:08:23 [main] INFO  MFilterResults_Page:549 - yearmatch2 is true
2018-04-28 16:08:34 [main] INFO  MFilterResults_Page:554 - yearmatch3 is true
2018-04-28 16:08:34 [main] INFO  MFilterResults_Page:562 - It filter by min year 1995 and max year 2015 successfully.

2018-04-28 17:25:22 [main] INFO  MLogin_Page:82 - sqatester2018+04282018172522@gmail.com
2018-04-28 17:25:41 [main] INFO  MLogin_Page:109 - Welcome Amy
2018-04-28 17:25:42 [main] INFO  MLogin_Page:118 - Signed up successfully.
2019-03-25 10:44:52 [main] INFO  MFilterResults_Page:516 - yearmatch1 is true
2019-03-25 10:45:04 [main] INFO  MFilterResults_Page:550 - yearmatch2 is true
2019-03-25 10:45:16 [main] INFO  MFilterResults_Page:555 - yearmatch3 is true
2019-03-25 10:45:16 [main] INFO  MFilterResults_Page:563 - It filter by min year 1995 and max year 2015 successfully.
2019-03-25 10:50:51 [main] INFO  FilterMoreResults_Page:874 - min year: 2000
2019-03-25 10:50:51 [main] INFO  FilterMoreResults_Page:875 - max year 2017
2019-03-25 10:50:51 [main] INFO  FilterMoreResults_Page:876 - prop1_year is : 2013
2019-03-25 10:50:51 [main] INFO  FilterMoreResults_Page:877 - prop2_year is : 2005
